Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss,Latitude,Longitude,Predicted_Severity
443,Flood,Indonesia,9.993326306634447,2024-01-19 10:00:00,9608.0,2721732.0504256277,-22.631256763898342,127.07422885084918,9.557516104131876
452,Tornado,China,7.844251786126093,2024-01-19 19:00:00,5244.0,600948627.0260237,10.512764952444908,162.89686815635682,8.57022437968011
462,Flood,Indonesia,9.562146816673474,2024-01-20 05:00:00,9748.0,242333114.1899368,26.857854380891443,9.090167338975752,8.773613343481001
464,Earthquake,Indonesia,9.640790212232218,2024-01-20 07:00:00,8310.0,512151880.94866407,15.006377717488732,148.12344124374215,8.556060273412163
465,Flood,Indonesia,8.701217733583478,2024-01-20 08:00:00,2504.0,921603631.5924784,83.19105872541755,-121.78339980116112,9.932989396747153
469,Tornado,Brazil,8.171444636974165,2024-01-20 12:00:00,112.0,269662872.4161626,-49.75274906649853,107.4585468974087,8.259884335961477
471,Hurricane,Indonesia,8.467085555311705,2024-01-20 14:00:00,6389.0,839947402.1636927,-87.81219455583306,25.955934109785016,8.183135431369273
481,Flood,India,7.696330060004517,2024-01-21 00:00:00,5653.0,132382260.37532394,23.291754864347254,-89.4553057164957,8.063061552390401
482,Flood,Japan,9.476126907694375,2024-01-21 01:00:00,8963.0,980292286.4415594,35.23476401723109,70.08182265490473,8.353340061782609
486,Earthquake,Brazil,9.901414127629726,2024-01-21 05:00:00,449.0,919290342.8579332,72.20844188837802,125.5509722034846,9.4752644001194
487,Wildfire,USA,9.457774449032875,2024-01-21 06:00:00,4945.0,807013931.0955505,-81.81965153853758,-176.4144931664508,9.105017037477532
499,Earthquake,USA,8.743217683694805,2024-01-21 18:00:00,174.0,826157748.9124181,85.39106537990996,-72.70498859511078,8.885993383812538
501,Tornado,China,9.490503765599923,2024-01-21 20:00:00,9220.0,473897863.46305215,35.66910852355412,-166.5886029788894,9.468781167972987
504,Wildfire,USA,8.20114840529482,2024-01-21 23:00:00,4562.0,610617321.6332992,56.48310354725077,-65.51650626685267,8.244352835553393
505,Tornado,USA,9.443754547958264,2024-01-22 00:00:00,2157.0,736868502.7375839,33.25161105969827,106.6680669483589,9.361025479461977
513,Wildfire,Japan,9.806893769308449,2024-01-22 08:00:00,6569.0,517376447.15875345,77.89112700372239,-62.28805563261386,10.96437992805473
515,Wildfire,China,8.629709451167159,2024-01-22 10:00:00,362.0,594366495.4683357,-81.86063938088591,52.90081500142994,8.999937580659987
517,Flood,Brazil,9.03318030912398,2024-01-22 12:00:00,4297.0,247148127.4897574,-22.236593961951073,43.300374156303434,8.601648837383674
531,Wildfire,Brazil,9.829271636329382,2024-01-23 02:00:00,3523.0,154626555.06629762,56.32218164341396,89.42268823550751,9.553052743394193
532,Earthquake,USA,9.19460019240662,2024-01-23 03:00:00,4271.0,878406492.1396862,89.94918119150351,93.16589137355264,9.314324176085721
538,Hurricane,China,9.822533638971816,2024-01-23 09:00:00,3698.0,673899023.6280034,-45.47734168622442,-147.48531829233372,9.515792949861169
540,Tornado,China,7.958983371327093,2024-01-23 11:00:00,8573.0,127657548.08576946,-66.7513052727309,-7.545338757139088,8.373455358252547
547,Earthquake,Japan,9.847247895903028,2024-01-23 18:00:00,1533.0,178679090.09462267,-69.55963340406677,163.10619670396932,10.427499351082497
552,Flood,Indonesia,9.066551444985702,2024-01-23 23:00:00,2561.0,15491524.360472316,63.39267005733722,-35.31646513585202,9.042306745143968
556,Flood,Indonesia,7.908457739916281,2024-01-24 03:00:00,9448.0,367361701.12024367,-17.373084081768532,3.560381354019664,8.563433763915059
557,Wildfire,China,9.504310270605806,2024-01-24 04:00:00,7447.0,626915631.8397328,-65.87725887888467,-142.2638492613244,9.387762748991129
571,Tornado,India,9.612812254480222,2024-01-24 18:00:00,1242.0,693081339.411008,2.5181080487659435,46.80256876074835,9.726749355195121
572,Earthquake,Indonesia,9.726029352411068,2024-01-24 19:00:00,6631.0,4443957.506294781,51.05754229340575,124.35091261227716,8.705962490792828
574,Tornado,Brazil,8.509469231252753,2024-01-24 21:00:00,8326.0,530368572.3046793,21.97560604101723,-52.46434032205472,8.8314632847592
582,Tornado,Indonesia,9.512058034404149,2024-01-25 05:00:00,9198.0,676498653.1730237,86.40586355138586,176.68848814053763,8.870272749708855
584,Tornado,India,9.504560973835426,2024-01-25 07:00:00,573.0,140967606.34313184,-30.82471014824852,19.380989700799415,8.888175423828985
586,Tornado,USA,7.227754949181797,2024-01-25 09:00:00,4947.0,241674602.05950388,-46.77378861992525,-64.17466925101999,8.020004856011976
589,Earthquake,Indonesia,7.353115218158187,2024-01-25 12:00:00,3222.0,636541526.2344022,-66.95174898760096,108.96329250946326,8.092871836130884
590,Tornado,China,9.482285858308732,2024-01-25 13:00:00,630.0,105228725.93046564,-62.65751516778702,-129.77035899851907,9.803220901334933
595,Flood,USA,9.751913125332475,2024-01-25 18:00:00,7839.0,524950882.6422413,71.42191378308213,129.5023620608037,9.092081171554426
600,Flood,Indonesia,7.224184048880323,2024-01-25 23:00:00,2298.0,638912833.4879673,-82.64364907203381,-9.388886071970909,8.17733473481175
606,Hurricane,Brazil,9.462995789498583,2024-01-26 05:00:00,6868.0,184819984.25855163,-7.059821754109361,-105.21026171561148,10.310974564852863
612,Earthquake,Indonesia,8.248687105204935,2024-01-26 11:00:00,6383.0,807797633.8431523,53.893871803627675,90.67544797290871,8.132702378928267
623,Earthquake,Japan,9.813980897030596,2024-01-26 22:00:00,3256.0,240418509.9982197,-23.315021497551243,41.31754313625442,10.046932605921869
624,Flood,Indonesia,9.260922103224155,2024-01-26 23:00:00,4136.0,35455093.265742905,-2.785862665616161,144.99937719523615,9.441085523757753
628,Hurricane,India,9.46285499559336,2024-01-27 03:00:00,7527.0,762413094.2679763,44.544768864076175,9.07279208308696,10.320292183756985
631,Tornado,Brazil,8.22713502221237,2024-01-27 06:00:00,6713.0,811950531.9797467,38.40292545921944,19.82973651755439,8.669494784583481
637,Hurricane,Indonesia,7.956012276366394,2024-01-27 12:00:00,6263.0,208573216.125573,5.871107961904169,-20.179814282381187,9.000511691736422
639,Tornado,China,9.806850326988306,2024-01-27 14:00:00,2125.0,530660193.2139945,-41.53621842911143,90.29209729479804,10.646161280565869
646,Earthquake,India,8.064242025361523,2024-01-27 21:00:00,462.0,247440809.86811164,70.2949105331811,-153.30272192134893,9.029471891135884
647,Tornado,USA,9.164339074115214,2024-01-27 22:00:00,6554.0,36936727.83830221,16.84664163972876,140.92339433210975,8.231810427881152
652,Earthquake,USA,9.875188021447531,2024-01-28 03:00:00,8578.0,382430946.2736411,6.6791775273386005,117.7016490302799,10.157208385104047
656,Tornado,Indonesia,8.216514020821908,2024-01-28 07:00:00,4055.0,939719397.4261696,-67.03554549679852,156.44090611558147,8.65034052313086
665,Tornado,China,9.35129750433251,2024-01-28 16:00:00,7610.0,827331006.7403088,-71.67915492832732,32.019713462645534,10.387421441521646
671,Tornado,Brazil,9.629124978769472,2024-01-28 22:00:00,1272.0,834311560.1284744,-58.79275284694413,147.19947853912842,8.376324280892673
675,Tornado,Brazil,9.136861461156183,2024-01-29 02:00:00,5356.0,73215020.04390661,-16.128571141860927,-174.96658333030868,9.811006594847312
676,Earthquake,China,9.247639357093648,2024-01-29 03:00:00,893.0,606863732.491815,86.82815104354916,97.84996865216446,8.37162479403797
678,Tornado,USA,9.20029202395266,2024-01-29 05:00:00,4932.0,850020262.2608112,-18.385992171766507,41.09857294183159,8.185409724033004
686,Flood,Japan,9.700148433135354,2024-01-29 13:00:00,2033.0,418800495.19558775,10.21732074250736,-72.77495459039216,9.517205213999434
688,Hurricane,China,9.55893116624891,2024-01-29 15:00:00,9024.0,301985304.574232,-39.603763141148846,-154.3655816851563,9.191143794187559
691,Flood,Indonesia,8.817719962862942,2024-01-29 18:00:00,7813.0,199883605.46068072,-31.73773744723614,81.14836434946936,8.19333625709428
694,Earthquake,India,9.42150088216447,2024-01-29 21:00:00,4505.0,477071427.5818026,-46.366248165285555,-110.5146052539485,10.829889425491938
697,Hurricane,China,8.98050491084542,2024-01-30 00:00:00,9260.0,968762512.5574971,-38.04650041675396,168.42957266930975,8.356010987815754
703,Tornado,Japan,9.500099033735491,2024-01-30 06:00:00,1378.0,273344770.80267614,-29.411229925094297,-120.33035446015624,9.631073256073911
705,Hurricane,China,7.847585491678959,2024-01-30 08:00:00,7125.0,874240726.3242306,-78.5925053149018,-145.3512631893421,8.318126181527992
706,Wildfire,Brazil,7.42264666950431,2024-01-30 09:00:00,9023.0,303149258.75819004,88.19284183019015,32.116220442943344,8.143446581386627
718,Hurricane,Indonesia,9.339686932629478,2024-01-30 21:00:00,9500.0,582298910.709193,83.70484391997226,-109.64786881019435,9.079938536042492
721,Tornado,China,7.998075244677378,2024-01-31 00:00:00,4773.0,522484816.59518766,78.90128222778681,64.3593540673544,8.870519198659489
741,Earthquake,Japan,7.635523363360385,2024-01-31 20:00:00,7441.0,368283153.1349757,-6.717638579470842,-120.45567437951075,8.357543598956289
742,Earthquake,India,9.235195389972022,2024-01-31 21:00:00,4451.0,34641296.43306438,-35.75198265045442,99.7780306340142,9.395228976128552
743,Earthquake,Japan,9.98686025000594,2024-01-31 22:00:00,6745.0,218886140.5971796,44.5696884317252,-97.56461329188778,10.66644754100757
747,Hurricane,Japan,8.96335415757855,2024-02-01 02:00:00,5327.0,443465155.1605109,-20.899580152821947,135.7757641336299,8.309537304643358
751,Wildfire,Japan,7.478043796517218,2024-02-01 06:00:00,2384.0,54127271.60894585,-68.95835267249447,-26.480229942850855,8.378764229290441
752,Tornado,India,8.050237762859318,2024-02-01 07:00:00,9579.0,978954611.3856794,79.16978225042553,38.22967347269054,8.26095514260596
760,Flood,India,9.020942228267394,2024-02-01 15:00:00,1234.0,225703079.6103544,51.94749802041554,75.56235601732328,9.028879233938916
767,Hurricane,India,9.840966517641036,2024-02-01 22:00:00,110.0,20030283.71758497,47.24256343332429,31.522237973927396,11.187291922040677
768,Flood,Indonesia,8.268619790707014,2024-02-01 23:00:00,6128.0,831878725.0113568,67.8178146171149,-52.722412486438635,8.85380738359725
769,Hurricane,USA,9.367516031165929,2024-02-02 00:00:00,242.0,500536062.98485994,-28.425285231136655,-6.317470662797673,9.597087167058504
770,Earthquake,Indonesia,9.858219784949512,2024-02-02 01:00:00,8221.0,883452554.7991284,57.82631484096231,35.04574835202712,9.249912878857408
773,Wildfire,USA,9.70370244231629,2024-02-02 04:00:00,3834.0,176232577.17770818,-67.05204078024316,-23.86910408149456,9.789490938508202
775,Tornado,Brazil,8.412820590003026,2024-02-02 06:00:00,7561.0,354789764.36046535,53.51316584031965,-102.983838191623,9.159865363436756
779,Flood,China,8.915485790711266,2024-02-02 10:00:00,7596.0,762703028.2606604,39.606576578293385,105.89857518153944,9.157796970936463
788,Hurricane,Japan,8.35512610308319,2024-02-02 19:00:00,3512.0,925950390.763172,-17.84674498254482,-176.82666001398985,9.101178820779767
790,Tornado,Indonesia,7.804778915258416,2024-02-02 21:00:00,8497.0,885956753.0094944,80.51100113012676,-56.00221616573641,8.695104909388597
791,Hurricane,USA,9.868724435334794,2024-02-02 22:00:00,1289.0,144252815.546549,-62.39674743910557,103.19490578748484,8.896597617067435
795,Wildfire,Japan,9.09658421255682,2024-02-03 02:00:00,50.0,991212507.9769676,-86.74016691224871,-117.58566356729705,9.777227548717711
796,Earthquake,Japan,9.936772289313923,2024-02-03 03:00:00,6596.0,833881847.4714518,66.98230360994727,-57.28444574978286,10.602062787335791
801,Flood,Brazil,8.037442350304346,2024-02-03 08:00:00,1337.0,872640858.1331954,37.30295417641175,-53.5618729301443,8.127040077610497
802,Tornado,India,8.829350967355662,2024-02-03 09:00:00,4927.0,33418782.142572183,-62.54297227543296,121.40639982556536,9.60374251914857
811,Hurricane,Japan,9.129756451404187,2024-02-03 18:00:00,2021.0,989802869.06051,87.27141581322023,51.97165217732425,9.079167460736482
816,Hurricane,Japan,8.514064776297332,2024-02-03 23:00:00,8547.0,865757181.7195715,3.390850282692981,27.8430210706933,8.972134766111981
819,Earthquake,Japan,8.86067257002328,2024-02-04 02:00:00,4916.0,879404571.3462764,-80.14290501203436,-107.38801345283083,9.128788324605697
821,Hurricane,Indonesia,7.854166006291501,2024-02-04 04:00:00,6752.0,537126551.6527641,54.51362074764206,-2.1445679031360143,8.569244642384355
823,Hurricane,Indonesia,9.716597340594232,2024-02-04 06:00:00,5076.0,138626040.63564554,-29.97014909559405,163.6695048096201,10.708111909609718
833,Flood,Indonesia,7.574293576098825,2024-02-04 16:00:00,6750.0,773336157.6580399,-64.64573633163603,-49.17870740443442,8.450851060811246
836,Hurricane,China,9.252706007948058,2024-02-04 19:00:00,5854.0,683358467.1582515,-14.593419089181376,167.90734660443442,8.853267715713395
842,Hurricane,China,9.848707735270162,2024-02-05 01:00:00,759.0,819872078.8156452,29.436726963007903,-10.307480337720897,10.919566421426252
843,Earthquake,Japan,8.848861452725007,2024-02-05 02:00:00,7225.0,375471240.98302525,-57.95352596344474,132.70614138372997,8.466873028698632
844,Hurricane,India,7.547877764398421,2024-02-05 03:00:00,3705.0,511548964.4623628,82.99265714450193,-75.0323629527245,8.303683437960322
845,Flood,Indonesia,7.71565321742046,2024-02-05 04:00:00,6499.0,651061656.0118756,-63.240709004439665,-133.62729344532428,8.398331541296358
847,Hurricane,India,7.468673879703903,2024-02-05 06:00:00,8481.0,223807845.15880612,-74.63705974584411,31.46945896536004,8.363460268764028
