Latitude,Longitude,Magnitude,Severity,Disaster_Type
24.035347936961045,-9.242794601895238,6.932206023329222,7.416744285518528,Tornado
6.4394431334565265,-39.000044563628805,7.792206023784017,8.673984972501243,Tornado
-73.7478413902065,149.57167723859934,6.672606243241265,6.317116725932717,Flood
60.35444920606283,-134.77942673269126,8.278736153177384,7.524557725700438,Tornado
-32.25958830508755,-29.35915570215794,9.862703245494956,9.682285774479235,Flood
-56.426668128026236,-55.95771312436488,3.5375403307399065,3.9721382381246175,Earthquake
-82.6604745201425,-0.6657407095865864,7.9878258629792676,7.848197522368525,Earthquake
16.360729773883527,-15.252525163736976,6.15566733721519,7.0093978467633224,Earthquake
31.961585131610835,6.800231394389313,3.3776978044612265,4.038067422891665,Earthquake
-87.01419079298589,-129.62916819828212,9.867049440403092,8.17791582103792,Hurricane
2.176750493870576,4.7309405447797515,1.8522716300338269,1.5154620815587625,Wildfire
-49.230760464371166,-92.72922700060408,8.936016698325922,7.6835077919133035,Wildfire
26.131102273700975,-113.64071436425115,5.834604953137629,5.564742048060312,Wildfire
-58.61404277910154,-156.65968123697115,3.89771514667732,3.3224781987179397,Hurricane
34.36879285844387,94.55492115221072,3.5319934064666936,4.05566720285104,Earthquake
-20.387637665903267,-26.120908491638414,1.3628833252906372,1.1029249160596204,Wildfire
78.61139797261221,45.59172599223301,9.642785883759846,8.932277325918776,Wildfire
-65.24623005372122,81.9336035897076,6.047654712984095,5.28491150899667,Earthquake
-28.608056810953467,64.55399951287926,8.939447313637277,10.48253655591951,Wildfire
-69.57476617669397,-10.61974112771438,2.8324638326817335,3.024483359352758,Hurricane
76.4448512901413,-40.35652957737726,1.0924387301034182,1.2724858541521884,Flood
67.92108360857658,-44.65443252936106,3.8938711723213446,4.629546031896289,Wildfire
-43.57050701127199,50.41756689482028,3.576145201348739,3.571994360569275,Earthquake
28.797128286152226,-1.8740322209255744,4.611468981368809,4.121397304497239,Wildfire
57.09999603621885,125.68760927586382,3.574667436064516,3.1367403422297135,Wildfire
9.93614608790322,134.89271435761634,4.9129834001560635,4.368465386942539,Earthquake
5.337104104081167,-118.59826391765336,4.293376626295356,4.651604478833734,Earthquake
-46.4665876379187,-130.95588544353876,3.268411740152426,2.6676067091764324,Earthquake
-73.24150179493815,46.944333372959825,2.758619154052882,2.263569579178608,Wildfire
71.49883643159882,-71.5587306975794,8.62062464937648,8.993528535282193,Tornado
72.07525028939948,-173.31454124456442,6.529288229086188,6.900301051506235,Tornado
23.95826230918823,139.91136097066385,1.6684357418865496,1.7787279697858633,Hurricane
-28.974637611233877,-98.31572379222902,5.09215879337693,4.831196867312042,Hurricane
-27.14227656972104,154.54103460689126,4.72070950308575,5.298420280515116,Wildfire
40.672022196643084,78.27640231617131,1.0236226910365973,1.0373902474260839,Hurricane
71.47984679146387,94.55525636813435,7.856827117599084,6.616911782812339,Hurricane
69.67555636772111,-107.47386151446224,4.067840526577411,4.551261567260056,Flood
50.377598254372295,-95.69000677794735,1.235975766100529,1.459968087792969,Wildfire
25.5656963077718,7.656391376663674,4.805046715602364,3.959428287925435,Wildfire
-74.85480630089121,-118.04405304604963,7.032935428329518,6.7272878206122115,Tornado
-60.90683146296952,-70.04459063410837,1.731471704738523,1.7228254586857796,Tornado
71.73975393487426,-64.27350793879039,2.4577904184654553,2.1102301070547003,Wildfire
19.157230738726188,-122.53322402900493,8.950893369067959,10.267422802050644,Hurricane
-88.34453070900666,-106.13417997774214,2.6449632944367036,2.416596787893919,Tornado
-71.73512228411423,103.87866312297237,2.8852260676177486,3.211843514332956,Flood
29.430318439450044,-119.80949236298339,4.724378355924918,5.047515407875785,Hurricane
-89.08891490768063,-169.7553389361879,9.78541214029959,10.169179652889378,Wildfire
-61.05455074485024,46.56777934641784,7.953244849538768,6.973859528339646,Flood
8.772082085985502,171.35392298128198,3.019393471784241,2.682071085087874,Earthquake
34.54113558468479,-60.763026735676306,7.779694769401895,6.371098270220081,Tornado
27.353026710468097,-137.28394684934918,5.453182284090002,4.887605330331567,Flood
-49.63152429709924,25.339437132311083,4.5378788889174135,4.25733561620685,Wildfire
38.19225984255645,146.28751599443262,4.144200422505772,4.696448786114764,Tornado
-47.295164250575986,102.26224073825237,4.206678230049054,3.981861005926759,Hurricane
-31.428054331331808,44.10571262857776,9.214580303965194,10.153073449738178,Tornado
44.36845292124435,-66.57966122126422,9.022133069103978,8.803589150498587,Tornado
26.93392182849864,15.076862379439184,8.68417477786923,9.673713261881835,Flood
62.860213888952025,-147.15185713046807,3.802773097572336,4.527234229284215,Tornado
28.370320614061807,64.42035274104119,9.784831187349225,8.766588612801076,Flood
12.29554860038489,81.0345668031543,4.3133784046169685,4.938544998272603,Hurricane
-73.13854179094335,167.4113842475708,2.4933115656338636,2.61480972697745,Tornado
-23.811155449301967,-86.2569508517742,8.285457532647982,9.337028784546261,Hurricane
-42.26357381728942,-173.35568914451184,6.650050175241171,7.053271717617214,Tornado
-46.08186419176496,16.41904719377422,9.926282754276082,9.624323276516561,Wildfire
85.1418998554402,74.4445815828532,2.518336906603663,2.244417340269993,Flood
-19.242409559983127,104.54669131787567,9.30945723732687,7.708361763992309,Hurricane
70.56837993188039,-110.25398411106818,6.957206868537989,7.056050312212124,Hurricane
23.60495267950732,-85.76896714667149,6.693814890041866,8.00667573504987,Tornado
53.06603463749671,4.532733096226678,5.829037785345699,6.38405965571358,Wildfire
0.47467675893458017,-60.98370841079933,8.056837512498609,7.500417944995992,Tornado
13.84269923274464,129.78413517148022,7.459673661570076,8.436010073228603,Earthquake
-1.346815112604498,-9.446344654060702,6.82013354905318,7.553936270557835,Flood
-54.85626219635199,107.84831187672107,1.4576479388225838,1.3303286845301987,Hurricane
40.04138074707096,29.023113773647353,6.388456515228929,5.147326322740164,Flood
-39.46097476064595,98.31245098216031,3.739268868428432,3.1681518450152897,Flood
-85.62312604233831,-60.23772484908341,1.5181045897132457,1.7472206934092271,Hurricane
26.185013263290205,119.30998389491202,7.2017703151402594,8.17131018587311,Hurricane
-58.12007770673119,-81.15396640163223,3.3027481625702064,3.032198924146244,Earthquake
79.28254518352458,16.59557088118469,7.763969804465459,7.0968753147899255,Tornado
81.70714386046572,-102.95743925740528,6.92454429624258,7.735726926646408,Hurricane
74.67559023968073,-8.810452214570393,9.820985780536173,11.5405911675165,Earthquake
-23.37143395402001,-65.45692457686687,5.389432375270779,5.991188922842482,Hurricane
-87.21780902480387,-83.98676497060288,6.46700418179267,6.740115280139099,Hurricane
77.09734126579058,168.1146064900935,3.168353748430983,2.842230471729019,Earthquake
-12.926853302883421,-122.37332202477698,7.108076474625135,7.181283731605611,Flood
83.99786742786053,103.4373014846623,9.51096289833177,8.497139368025831,Earthquake
83.45159587606551,174.29938541395737,1.7716991635609476,1.989980593702017,Flood
63.54170198412481,-172.83546585357198,7.15268943155288,6.829276514797829,Flood
-36.99919942747458,71.6498690551542,7.47928154155117,8.477607715763336,Hurricane
-20.682408851653452,-88.95174999973663,3.5447045473051846,3.3768404099549243,Wildfire
63.204600873034245,-165.4243832418104,9.866386972862667,11.145660360352823,Tornado
-32.95403907187002,-34.95975157561291,3.6419145096179975,3.399097602640184,Hurricane
-59.49130559650335,156.678411661515,9.91551673354877,9.67807066588645,Earthquake
10.224227242503028,-175.76456602788085,2.924298699687135,3.0593877534921976,Flood
78.50785934894057,31.638849094721408,8.924503014662012,7.390515221050973,Earthquake
35.28536340149514,0.5027322943167567,2.4566831452380455,2.8971242389735328,Hurricane
12.611010616085693,134.41829917357708,9.523129872507283,9.803512856757273,Tornado
-72.50823112126166,-149.75938277257475,9.275046951237917,9.304059352604542,Tornado
20.701300805850554,65.34937075919413,6.784152192661672,7.705152334001393,Wildfire
88.2096930187674,64.83949143597982,7.685493715431554,8.809920580216017,Tornado
-64.78487725742568,60.86880607042197,7.081054198389404,7.144105050768618,Tornado
3.2993374254726127,159.2404181766133,4.018108174253135,4.704822671781863,Flood
67.92715294703198,116.31151044247696,8.047145256517737,6.646097888094152,Hurricane
43.3383511957568,-164.88981855233783,2.5273862492278343,2.1363751235397292,Earthquake
35.462833379148236,-10.41017374637526,4.951227461677653,5.14291567864352,Wildfire
36.447135117679665,-36.73689976751995,6.25865615523666,5.893315518298762,Tornado
-25.29159278044407,-68.34700040731126,6.336556038418661,6.2458803427357585,Earthquake
-37.153468032391196,-17.51877894452498,5.512470279324216,5.133386998628199,Wildfire
55.68500798613245,-41.69009342664812,5.619289570027434,5.4051391445534005,Earthquake
55.82041104225254,-24.359796043680483,9.01159743942999,10.174621037744002,Flood
66.07301734441866,172.53427161911128,3.628084191496854,3.763740000685895,Flood
74.38329946016484,-148.09212909015093,7.999677182806136,9.591115519964617,Earthquake
2.0416317949688034,152.00311314194272,5.878673283058601,6.553260913336752,Earthquake
0.27293304369592875,-7.114783150430388,5.378543232461417,4.8916048975501125,Flood
53.69313221401953,44.547208379834814,7.098348963510192,6.4292447277778635,Hurricane
26.99350753999773,118.86586798236979,1.8159155434684937,1.6967175906666558,Flood
36.3540379063866,-50.23330950626801,2.071351942461424,2.3557564192646243,Tornado
53.24268049849819,-25.048113088331924,4.176928418806021,3.3871341604387366,Hurricane
70.20096152716194,-32.573347099662975,1.4620746984963064,1.3042766483591206,Flood
-29.160871766723556,-45.096831887126456,5.059580423949267,5.879067349097393,Wildfire
-22.39506852481008,153.19055579288218,5.228233733796181,5.520798240343509,Earthquake
-73.08325082864359,118.41476082948435,1.9113919665335224,1.7025510596156908,Flood
14.090425379311316,-140.7600036493286,1.569483867643572,1.3931648910413768,Hurricane
-83.53039071658642,-141.0755931082454,6.644512163004953,7.608280318071475,Hurricane
-6.192356736157172,-25.966974652923174,9.668984193604304,11.191878243061813,Flood
7.676034247363792,-144.48334437618874,1.6548547344158169,1.4934276869365515,Earthquake
-38.422574616908804,42.87351429760308,9.450199760947458,9.149722562906275,Earthquake
16.349986902421936,-128.27102138577578,4.213554801079457,4.777489793446686,Flood
-84.5099550109711,8.054375028048382,4.6579794948320945,5.16291833162882,Hurricane
-83.2773260251414,-177.4008190786616,5.700962430613721,6.416812002572834,Tornado
58.06810091873849,-66.02531457144718,2.6368432815399916,2.6562485398486904,Earthquake
-25.16568454597268,63.78866052215595,5.4476981948072485,6.344496197817942,Flood
-67.12910772266073,-5.745981517974563,5.716667942442213,5.318677050799317,Tornado
4.003786809864787,172.17701495963573,5.190270534967134,4.477484732995441,Tornado
48.598839557749955,134.6773665838359,6.8418134944528495,7.413056570321214,Hurricane
-51.15221505056823,-50.73451954446556,7.173168032383877,7.2860863679174,Hurricane
22.120285647420047,-163.62484506998115,3.0382712924644215,3.469202397300531,Hurricane
-74.63745630112176,124.42546804140677,9.898941415624044,8.240509393467871,Wildfire
-80.69729018965062,148.0443517132817,1.0271254117020234,1.1683314922540964,Tornado
5.643833682266639,115.42586163085325,3.3228018265646337,3.048065465013273,Earthquake
7.314321889819173,-133.93802126888465,9.737114095946238,10.340253015794426,Earthquake
24.73738226967718,179.2494483884236,9.6809141191616,7.900124639638298,Tornado
40.69644007007908,-86.90968024100142,7.588165764849009,7.920774181280513,Tornado
85.65337430325623,80.71376861101322,1.1174756854569343,1.214594017378936,Flood
2.934062694215156,146.89255548085976,6.104071511752525,5.783608281128576,Wildfire
-31.867834870575727,-95.1526388409446,1.6631863596088523,1.4738563463693677,Wildfire
53.13351505836666,146.97307968374378,7.603265140631869,7.717711545287119,Tornado
-41.25019477282664,-68.58663148984789,6.8583918569436495,7.772453096923626,Earthquake
-10.985144272985501,171.5087600582602,5.50438760023952,5.115882107030951,Flood
-75.87785135839212,-78.74639266302914,7.559112966272163,6.810667949209222,Wildfire
-85.43686618521765,163.23689691282067,8.922218896536084,8.133263869884187,Wildfire
83.2767146420265,-160.72392567863704,6.533785406533797,7.7075986490665995,Tornado
60.47642169219705,75.3379242011327,5.507404138216411,5.197396579632074,Wildfire
35.27535709686563,11.560008181321333,7.889365127252344,6.322866167595838,Flood
-16.388470005431422,-7.964252235816969,1.7179080451744009,1.9114690105057106,Flood
-58.80702238724776,-99.54204686789761,7.836373033366576,8.461009686324934,Flood
-61.84133231920451,74.0144843195371,6.749098498283617,5.746366751250425,Tornado
-44.95627833037284,-111.30858307932944,8.857394313422166,10.575389568958894,Earthquake
8.860799647101684,19.023046554516565,1.80449837142752,1.8824976585658435,Tornado
38.62726608601122,-88.8316693055097,7.015125871903279,7.01731316272901,Wildfire
28.83552780919163,164.0236967212882,5.795390889632794,5.522356736275764,Flood
-39.61189854973029,-169.69277021916497,3.177527393693894,3.6842448344630494,Tornado
81.87575051937493,-108.09781915995484,3.83752131925574,3.444503079830027,Flood
42.82144500523833,-92.76818170051882,3.957383463973276,3.618265619277848,Flood
9.783729452052123,-30.935582723586087,4.802806532251564,4.077411394590222,Flood
20.109734322183403,-96.21711292678073,6.113599594603642,6.747259753690839,Flood
-14.471988762997816,-3.1143275032373063,1.1375874670650103,1.181065732615722,Hurricane
-45.408421889791654,134.08758837307403,4.937206040222488,5.152598900073382,Tornado
-25.924917842772913,76.34283170730149,3.2635849587638375,2.8960666920549794,Tornado
46.41229988358644,28.786312992639978,1.501420689310653,1.5922076281127198,Earthquake
-87.40917204664395,-147.95885592623532,7.306765471629758,8.082622518228092,Flood
-69.10692470875507,69.83715902013923,3.175125691969628,2.9946369810830613,Wildfire
-81.7195244360845,-120.09085764806166,5.416428319993326,6.069318401874655,Flood
-82.66881558258538,103.09225894621127,9.987078422026729,9.383022321835043,Flood
63.9829051219813,-89.97956693634485,1.5702950859258376,1.7324365089644336,Wildfire
36.658414688404264,-29.862457804475678,2.264408211386195,1.8420780620282353,Wildfire
-4.648710764281465,-53.83072716554595,6.912911536480129,7.054390081994778,Wildfire
-72.38985108281973,129.17300928294844,6.726917629897827,7.990304229287323,Flood
-1.5091424789701757,-134.44399486317306,2.860352852519376,3.410964599047946,Hurricane
-4.775081259498178,23.632157658523898,1.9403656780287448,1.7709737555071632,Wildfire
-58.82366341619727,-128.8578206004976,3.8265501041870738,3.7368543785343045,Wildfire
-11.906703137164854,73.7265010075872,9.875334954072589,8.149039137687977,Earthquake
-18.26914780847278,145.8281260060132,1.997913454943498,2.2962749036432695,Wildfire
20.853017649398964,-23.54124460778877,5.729892213295796,5.887056631826611,Wildfire
24.316857156175885,-4.286786304608685,3.076630156558634,2.935229070102747,Hurricane
-81.84527824103199,153.8722211337944,2.6888426946928368,2.272363072702266,Tornado
-22.56972936723518,7.556899913768564,9.026874753716289,10.640039685811578,Tornado
22.654784828562548,-4.464562302158064,1.7498879856211988,1.7710399651087465,Tornado
0.5645265444157865,28.198476973549496,3.286798029777995,3.0014092077739383,Tornado
64.16817141389801,68.12270509066269,7.91070046910939,7.436739172975727,Wildfire
28.5648536914101,-141.5219849686687,1.964542912080112,1.7843528209043586,Earthquake
-60.671803125342656,115.59978998694578,4.596640090275365,4.783833309865472,Wildfire
-77.29762546792263,-23.21819011682667,8.053022143463288,9.438024622120528,Hurricane
25.63547007713681,-153.95453643690522,3.4566984214609837,3.9498915842225233,Flood
-85.22796410250807,103.02576091135673,9.139096459565891,8.994263259115673,Tornado
15.439604629223393,-44.298010192942044,9.564654186761942,10.813795583804916,Hurricane
